ESPN_Player_ID,Player_Name,Season,Matches,Innings,Overs,Maidens,Runs_Conceded,Wickets,BBI,Average,Economy,Strike_Rate,4w,5w
569381,Siddarth Singh,2026,17,8,19.4,0,215,5,2/13,43.0,10.93,23.6,0,0
51439,Dwayne Bravo,2026,8,6,19.4,3,167,5,3/15,33.4,8.49,23.6,0,0
222080,Khaleel Krishna,2026,12,6,22.2,0,234,5,1/7,46.8,10.48,26.8,0,0
474555,Yash Ahmed,2026,9,7,18.3,0,203,5,2/1,40.6,10.97,22.2,0,0
678697,Rahul Unadkat,2026,13,7,21.1,0,232,5,1/3,46.4,10.96,25.4,0,0
1386199,Chetan Pandey,2026,13,5,19.5,0,186,5,3/20,37.2,9.38,23.8,0,0
460043,RP Unadkat,2026,9,7,21.4,0,211,5,3/6,42.2,9.74,26.0,0,0
230558,Sunil Narine,2026,10,5,12.2,3,88,5,4/22,17.6,7.14,14.8,1,0
378193,RP Singh,2026,9,7,20.3,0,165,4,1/7,41.25,8.05,30.75,0,0
357936,Siddarth Sundar,2026,14,12,25.2,0,242,4,3/26,60.5,9.55,38.0,0,0
842192,Mayank Yadav,2026,11,5,17.0,0,195,4,4/14,48.75,11.47,25.5,1,0
1091637,Kartik Dayal,2026,7,5,16.4,0,159,4,1/1,39.75,9.54,25.0,0,0
479587,Krunal Sakariya,2026,8,5,16.0,0,152,4,3/22,38.0,9.5,24.0,0,0
390481,Harshal Patel,2026,6,4,14.3,1,101,4,1/25,25.25,6.97,21.75,0,0
957565,Kartik Singh,2026,4,4,13.2,0,126,3,3/29,42.0,9.45,26.67,0,0
778036,Rahul Pandey,2026,10,4,12.1,0,101,3,3/7,33.67,8.3,24.33,0,0
766710,Prasidh Pandey,2026,8,4,14.3,0,144,3,2/23,48.0,9.93,29.0,0,0
914748,Nitish Yadav,2026,5,5,15.1,0,133,3,2/20,44.33,8.77,30.33,0,0
1005502,Ravi Singh,2026,7,7,18.3,0,167,3,2/5,55.67,9.03,37.0,0,0
216900,Navdeep Ahmed,2026,15,10,20.0,0,170,3,2/5,56.67,8.5,40.0,0,0
284206,Irfan Unadkat,2026,6,3,10.5,0,89,3,3/5,29.67,8.22,21.67,0,0
31430,Nitish Tyagi,2026,6,3,11.3,0,118,3,3/18,39.33,10.26,23.0,0,0
493290,Ravi Malik,2026,10,7,21.3,0,177,3,1/15,59.0,8.23,43.0,0,0
1279393,Umran Dayal,2026,16,5,17.5,0,156,3,3/14,52.0,8.75,35.67,0,0
633374,Mukesh Dayal,2026,7,4,12.2,0,124,3,3/22,41.33,10.05,24.67,0,0
438488,Sandeep Sharma,2026,11,4,10.4,0,93,3,1/10,31.0,8.72,21.33,0,0
551269,Umran Pandey,2026,11,3,9.3,0,106,2,2/21,53.0,11.16,28.5,0,0
1175432,Ravi Patel,2026,10,3,7.4,0,74,2,2/26,37.0,9.65,23.0,0,0
1175221,Khaleel Sundar,2026,4,3,8.5,0,86,2,2/22,43.0,9.74,26.5,0,0
395813,Nitish Kumar,2026,3,2,7.5,0,73,2,2/5,36.5,9.32,23.5,0,0
234675,Ravindra Jadeja,2026,3,3,8.3,0,72,2,2/21,36.0,8.47,25.5,0,0
872614,RP Ahmed,2026,3,3,8.4,0,89,2,2/4,44.5,10.27,26.0,0,0
638712,Umran Singh,2026,3,3,8.5,0,92,2,2/16,46.0,10.42,26.5,0,0
515856,Umran Patel,2026,10,4,9.1,0,86,2,2/19,43.0,9.38,27.5,0,0
668860,Umran Krishna,2026,8,2,6.5,0,57,2,2/9,28.5,8.34,20.5,0,0
1388155,Mukesh Sharma,2026,5,5,15.0,0,149,2,1/10,74.5,9.93,45.0,0,0
1051021,Yash Krishna,2026,12,6,15.5,0,137,2,2/25,68.5,8.65,47.5,0,0
311592,Mitchell Starc,2026,9,4,8.3,0,67,2,2/15,33.5,7.88,25.5,0,0
554691,Axar Patel,2026,7,2,6.2,0,46,2,2/25,23.0,7.26,19.0,0,0
750105,Mayank Deshpande,2026,9,3,9.2,0,104,2,2/12,52.0,11.14,28.0,0,0
127560,Washington Kaul,2026,8,4,10.1,0,91,2,2/4,45.5,8.95,30.5,0,0
299674,Navdeep Sharma,2026,13,6,16.1,0,169,2,2/4,84.5,10.45,48.5,0,0
956130,Umran Sundar,2026,11,4,12.1,0,107,2,2/22,53.5,8.79,36.5,0,0
793463,Rashid Khan,2026,17,2,6.5,0,56,2,1/2,28.0,8.2,20.5,0,0
402293,Mayank Ahmed,2026,3,1,3.3,0,32,1,1/11,32.0,9.14,21.0,0,0
929483,Vinay Singh,2026,11,3,6.2,0,59,1,1/16,59.0,9.32,38.0,0,0
559235,Kuldeep Yadav,2026,4,2,4.5,0,36,1,1/7,36.0,7.45,29.0,0,0
855785,Tushar Malik,2026,6,1,3.5,0,31,1,1/14,31.0,8.09,23.0,0,0
31820,Ashish Nehra,2026,16,2,4.0,0,29,1,1/12,29.0,7.25,24.0,0,0
277912,Trent Boult,2026,5,2,6.0,0,39,1,1/8,39.0,6.5,36.0,0,0
839830,Washington Malik,2026,5,3,8.2,0,68,1,1/5,68.0,8.16,50.0,0,0
323262,Washington Unadkat,2026,6,2,6.5,0,72,1,1/21,72.0,10.54,41.0,0,0
1286854,Praveen Deshpande,2026,3,2,5.5,0,65,1,1/22,65.0,11.14,35.0,0,0
375206,Chetan Tyagi,2026,16,2,7.0,0,67,1,1/13,67.0,9.57,42.0,0,0
1466521,Nitish Bishnoi,2026,5,2,5.3,0,52,1,1/4,52.0,9.45,33.0,0,0
1134465,Mukesh Patel,2026,4,3,6.0,0,57,1,1/22,57.0,9.5,36.0,0,0
475281,Shardul Thakur,2026,1,1,3.3,0,29,1,1/6,29.0,8.29,21.0,0,0
1148460,Umran Kaul,2026,10,2,4.5,0,50,1,1/15,50.0,10.34,29.0,0,0
809428,Yash Deshpande,2026,11,2,4.4,0,53,1,1/15,53.0,11.36,28.0,0,0
1208000,Mayank Unadkat,2026,12,2,4.0,0,37,1,1/5,37.0,9.25,24.0,0,0
168537,Krunal Deshpande,2026,10,1,3.0,0,29,1,1/1,29.0,9.67,18.0,0,0
680149,Siddarth Pandey,2026,3,3,8.1,0,79,1,1/11,79.0,9.67,49.0,0,0
845013,Kartik Kaul,2026,8,2,7.1,0,70,1,1/0,70.0,9.77,43.0,0,0
326016,Bhuvneshwar Kumar,2026,1,1,3.2,0,27,1,1/16,27.0,8.1,20.0,0,0
587248,Irfan Sharma,2026,14,2,5.3,0,59,1,1/5,59.0,10.73,33.0,0,0
1046896,Mayank Sharma,2026,14,2,7.0,0,66,1,1/11,66.0,9.43,42.0,0,0
537119,Mohit Sharma,2026,9,1,3.3,0,30,1,1/16,30.0,8.57,21.0,0,0
447261,Deepak Chahar,2026,7,3,6.4,0,51,1,1/7,51.0,7.65,40.0,0,0
430246,Yuzvendra Chahal,2026,3,1,3.1,0,21,1,1/23,21.0,6.63,19.0,0,0
28026,Piyush Chawla,2026,1,1,3.4,0,27,1,1/9,27.0,7.36,22.0,0,0
31107,Amit Mishra,2026,13,2,5.3,0,42,1,1/10,42.0,7.64,33.0,0,0
47492,Dale Steyn,2026,1,1,2.4,0,19,1,1/7,19.0,7.12,16.0,0,0
697391,Avesh Khan,2026,9,2,7.1,0,52,1,1/23,52.0,7.26,43.0,0,0
209513,Jaydev Deshpande,2026,3,1,3.3,0,32,0,-,0.0,9.14,0.0,0,0
538104,Irfan Kumar,2026,3,1,2.2,0,19,0,-,0.0,8.14,0.0,0,0
966300,Kartik Patel,2026,10,1,2.4,0,22,0,-,0.0,8.25,0.0,0,0
205967,Chetan Dayal,2026,6,1,2.2,0,20,0,-,0.0,8.57,0.0,0,0
1420091,Washington Dayal,2026,9,1,2.3,0,26,0,-,0.0,10.4,0.0,0,0
1172833,Ravi Kaul,2026,10,1,2.4,0,21,0,-,0.0,7.88,0.0,0,0
896114,Vinay Krishna,2026,1,1,3.0,0,30,0,-,0.0,10.0,0.0,0,0
559194,Nitish Saini,2026,14,1,3.2,0,35,0,-,0.0,10.5,0.0,0,0
1426365,Siddarth Deshpande,2026,4,1,3.4,0,40,0,-,0.0,10.91,0.0,0,0
988579,Ravi Sundar,2026,1,1,3.0,0,30,0,-,0.0,10.0,0.0,0,0
1358030,Khaleel Kaul,2026,16,1,2.3,0,21,0,-,0.0,8.4,0.0,0,0
786171,Ravi Sharma,2026,1,1,2.2,0,24,0,-,0.0,10.29,0.0,0,0
524903,Umran Tyagi,2026,17,1,2.4,0,26,0,-,0.0,9.75,0.0,0,0
1372288,Yash Kumar,2026,15,1,2.5,0,29,0,-,0.0,10.24,0.0,0,0
789399,Nitish Patel,2026,1,1,2.1,0,16,0,-,0.0,7.38,0.0,0,0
73083,Siddarth Kumar,2026,1,1,2.1,0,19,0,-,0.0,8.77,0.0,0,0
376116,Umesh Yadav,2026,7,1,3.0,0,20,0,-,0.0,6.67,0.0,0,0
1032291,RP Saini,2026,3,1,3.4,0,41,0,-,0.0,11.18,0.0,0,0
126106,Washington Patel,2026,2,1,3.5,0,43,0,-,0.0,11.22,0.0,0,0
257532,Jaydev Tyagi,2025,16,15,44.5,0,493,14,3/18,35.21,11.0,19.21,0,0
985194,Washington Yadav,2025,13,11,34.2,0,288,12,3/20,24.0,8.39,17.17,0,0
475281,Shardul Thakur,2025,14,13,49.0,3,382,12,3/16,31.83,7.8,24.5,0,0
1208000,Mayank Unadkat,2025,14,14,39.0,0,306,11,6/19,27.82,7.85,21.27,0,1
550215,Kagiso Rabada,2025,9,9,32.5,0,286,11,2/9,26.0,8.71,17.91,0,0
538104,Irfan Kumar,2025,17,15,45.4,0,377,11,1/20,34.27,8.26,24.91,0,0
127560,Washington Kaul,2025,16,16,52.4,0,448,11,4/19,40.73,8.51,28.73,1,0
1052745,Praveen Unadkat,2025,17,10,38.2,0,341,10,2/4,34.1,8.9,23.0,0,0
775997,Chetan Singh,2025,16,13,41.1,0,446,10,2/14,44.6,10.83,24.7,0,0
390481,Harshal Patel,2025,15,15,30.1,3,218,10,4/16,21.8,7.23,18.1,2,0
438488,Sandeep Sharma,2025,17,8,30.4,3,230,10,4/17,23.0,7.5,18.4,2,0
537119,Mohit Sharma,2025,15,10,25.5,1,183,10,2/6,18.3,7.08,15.5,0,0
1070549,Navdeep Kaul,2025,17,11,43.3,0,393,9,5/10,43.67,9.03,29.0,0,1
62154,Prasidh Saini,2025,14,12,42.3,0,481,9,2/24,53.44,11.32,28.33,0,0
1362113,Saurabh Unadkat,2025,10,9,30.4,0,305,8,2/11,38.12,9.95,23.0,0,0
1086001,Rahul Saini,2025,11,7,22.5,0,261,8,1/11,32.62,11.43,17.12,0,0
842192,Mayank Yadav,2025,10,9,23.3,0,263,8,4/11,32.88,11.19,17.62,1,0
540472,Nitish Sundar,2025,9,9,23.4,0,247,8,1/16,30.88,10.44,17.75,0,0
230558,Sunil Narine,2025,8,8,25.3,2,182,8,4/17,22.75,7.14,19.12,1,0
1191803,Tushar Sundar,2025,15,13,41.0,0,440,8,2/25,55.0,10.73,30.75,0,0
284206,Irfan Unadkat,2025,14,11,41.2,0,460,8,1/0,57.5,11.13,31.0,0,0
430246,Yuzvendra Chahal,2025,15,14,29.3,0,245,8,2/26,30.62,8.31,22.12,0,0
26421,Ravichandran Ashwin,2025,12,8,25.2,0,181,8,1/9,22.62,7.14,19.0,0,0
1224033,Mayank Krishna,2025,17,13,45.0,0,454,7,1/18,64.86,10.09,38.57,0,0
559194,Nitish Saini,2025,11,9,24.3,0,229,7,2/25,32.71,9.35,21.0,0,0
1124340,Rahul Krishna,2025,15,11,37.5,0,297,7,6/15,42.43,7.85,32.43,0,1
1420091,Washington Dayal,2025,13,9,35.1,0,388,7,1/13,55.43,11.03,30.14,0,0
396280,Mayank Patel,2025,10,8,22.1,0,238,7,2/25,34.0,10.74,19.0,0,0
301898,Khaleel Dayal,2025,11,9,32.5,0,270,6,4/11,45.0,8.22,32.83,1,0
1231530,Khaleel Tyagi,2025,11,10,27.5,0,289,6,6/16,48.17,10.38,27.83,0,1
36014,Zaheer Khan,2025,7,6,21.0,0,181,6,4/17,30.17,8.62,21.0,1,0
1466521,Nitish Bishnoi,2025,5,5,19.1,0,189,6,4/8,31.5,9.86,19.17,1,0
126106,Washington Patel,2025,7,5,17.5,0,201,6,6/15,33.5,11.27,17.83,0,1
559235,Kuldeep Yadav,2025,11,5,16.0,0,119,6,5/15,19.83,7.44,16.0,0,1
630527,Rahul Patel,2025,9,6,21.1,0,180,5,1/20,36.0,8.5,25.4,0,0
848732,Yash Pandey,2025,13,12,24.0,0,273,5,6/17,54.6,11.38,28.8,0,1
333776,Khaleel Unadkat,2025,10,9,24.5,0,194,5,1/17,38.8,7.81,29.8,0,0
569381,Siddarth Singh,2025,7,7,25.3,0,249,5,4/32,49.8,9.76,30.6,1,0
1388155,Mukesh Sharma,2025,14,14,28.4,0,304,5,3/10,60.8,10.6,34.4,0,0
51939,Jaydev Saini,2025,11,9,30.5,0,257,5,2/14,51.4,8.34,37.0,0,0
256752,Mukesh Unadkat,2025,10,9,24.3,0,206,4,4/18,51.5,8.41,36.75,1,0
763523,Mayank Sundar,2025,5,4,13.3,0,144,4,2/8,36.0,10.67,20.25,0,0
31430,Nitish Tyagi,2025,16,9,18.2,0,174,4,4/21,43.5,9.49,27.5,1,0
299674,Navdeep Sharma,2025,16,4,14.1,0,142,4,3/29,35.5,10.02,21.25,0,0
1049178,Tushar Yadav,2025,7,5,17.0,0,160,4,1/11,40.0,9.41,25.5,0,0
1108393,RP Tyagi,2025,5,5,18.0,0,172,4,1/24,43.0,9.56,27.0,0,0
402293,Mayank Ahmed,2025,8,6,22.5,0,260,4,3/28,65.0,11.39,34.25,0,0
618912,Yash Sakariya,2025,9,5,13.2,0,139,3,3/21,46.33,10.42,26.67,0,0
412290,Umran Deshpande,2025,9,5,16.4,0,186,3,2/8,62.0,11.16,33.33,0,0
433383,Vinay Bishnoi,2025,9,6,18.2,0,198,3,3/9,66.0,10.8,36.67,0,0
1333782,Krunal Patel,2025,11,3,10.1,0,113,3,2/12,37.67,11.11,20.33,0,0
51439,Dwayne Bravo,2025,7,3,10.1,2,80,3,2/15,26.67,7.87,20.33,0,0
209513,Jaydev Deshpande,2025,9,6,17.4,0,154,3,1/15,51.33,8.72,35.33,0,0
934523,Chetan Sundar,2025,15,5,11.5,0,115,3,1/16,38.33,9.72,23.67,0,0
1372288,Yash Kumar,2025,5,4,13.3,0,140,3,3/25,46.67,10.37,27.0,0,0
816615,Prasidh Patel,2025,17,3,9.4,0,100,3,3/25,33.33,10.34,19.33,0,0
577055,RP Pandey,2025,11,7,18.4,0,169,3,2/7,56.33,9.05,37.33,0,0
678697,Rahul Unadkat,2025,10,5,12.4,0,112,3,1/1,37.33,8.84,25.33,0,0
1125976,Arshdeep Singh,2025,7,3,10.5,2,70,3,2/7,23.33,6.46,21.67,0,0
929483,Vinay Singh,2025,14,7,15.2,0,175,3,3/18,58.33,11.41,30.67,0,0
168537,Krunal Deshpande,2025,11,5,12.1,0,104,3,3/4,34.67,8.55,24.33,0,0
447261,Deepak Chahar,2025,9,5,11.5,3,89,3,3/24,29.67,7.52,23.67,0,0
873476,RP Patel,2025,15,6,14.1,0,146,3,1/10,48.67,10.31,28.33,0,0
47611,Irfan Deshpande,2025,11,4,9.0,0,79,2,2/24,39.5,8.78,27.0,0,0
140804,Irfan Krishna,2025,5,3,11.4,0,121,2,2/17,60.5,10.37,35.0,0,0
1495108,Vinay Unadkat,2025,6,4,12.0,0,118,2,2/5,59.0,9.83,36.0,0,0
127901,Yash Saini,2025,9,3,7.4,0,62,2,2/8,31.0,8.09,23.0,0,0
549015,Tushar Pandey,2025,6,4,9.1,0,82,2,2/1,41.0,8.95,27.5,0,0
148106,Jaydev Unadkat,2025,11,7,15.2,0,173,2,2/9,86.5,11.28,46.0,0,0
1286854,Praveen Deshpande,2025,13,4,13.4,0,136,2,1/22,68.0,9.95,41.0,0,0
626542,Rahul Yadav,2025,6,6,14.5,0,157,2,1/4,78.5,10.58,44.5,0,0
841131,Ravi Yadav,2025,10,3,11.0,0,96,2,1/9,48.0,8.73,33.0,0,0
809428,Yash Deshpande,2025,14,3,10.2,0,98,2,2/15,49.0,9.48,31.0,0,0
481896,Mohammed Shami,2025,11,3,10.4,3,86,2,2/22,43.0,8.06,32.0,0,0
376116,Umesh Yadav,2025,12,2,6.4,0,47,2,2/3,23.5,7.05,20.0,0,0
205967,Chetan Dayal,2025,1,1,3.4,0,35,1,1/2,35.0,9.55,22.0,0,0
697391,Avesh Khan,2025,2,2,5.0,0,41,1,1/16,41.0,8.2,30.0,0,0
1279393,Umran Dayal,2025,5,3,7.4,0,75,1,1/21,75.0,9.78,46.0,0,0
140960,Vinay Deshpande,2025,6,4,9.3,0,94,1,1/20,94.0,9.89,57.0,0,0
1358030,Khaleel Kaul,2025,9,2,6.3,0,58,1,1/1,58.0,8.92,39.0,0,0
458876,Yash Tyagi,2025,6,2,5.2,0,43,1,1/1,43.0,8.06,32.0,0,0
234675,Ravindra Jadeja,2025,7,1,3.4,0,31,1,1/7,31.0,8.45,22.0,0,0
1426365,Siddarth Deshpande,2025,16,3,6.1,0,57,1,1/16,57.0,9.24,37.0,0,0
1134465,Mukesh Patel,2025,11,2,6.0,0,60,1,1/17,60.0,10.0,36.0,0,0
1286673,Siddarth Ahmed,2025,3,2,5.4,0,45,1,1/8,45.0,7.94,34.0,0,0
31107,Amit Mishra,2025,1,1,2.3,0,17,1,1/7,17.0,6.8,15.0,0,0
1386199,Chetan Pandey,2025,7,4,10.5,0,101,1,1/21,101.0,9.32,65.0,0,0
1389011,Irfan Dayal,2025,9,2,5.3,0,44,1,1/3,44.0,8.0,33.0,0,0
326016,Bhuvneshwar Kumar,2025,2,1,3.5,0,30,1,1/14,30.0,7.83,23.0,0,0
571243,Kartik Kumar,2025,14,3,7.2,0,81,1,1/18,81.0,11.05,44.0,0,0
521223,Krunal Sharma,2025,8,3,6.1,0,68,1,1/10,68.0,11.03,37.0,0,0
554691,Axar Patel,2025,7,1,3.3,0,23,1,1/24,23.0,6.57,21.0,0,0
985383,Chetan Malik,2025,5,3,10.5,0,85,1,1/18,85.0,7.85,65.0,0,0
793463,Rashid Khan,2025,3,1,3.3,0,27,1,1/8,27.0,7.71,21.0,0,0
443000,Umran Malik,2025,13,1,3.0,0,28,0,-,0.0,9.33,0.0,0,0
629925,Tushar Sharma,2025,1,1,3.2,0,28,0,-,0.0,8.4,0.0,0,0
778036,Rahul Pandey,2025,1,1,3.1,0,29,0,-,0.0,9.16,0.0,0,0
1388877,Nitish Sharma,2025,12,1,3.4,0,40,0,-,0.0,10.91,0.0,0,0
785941,Krunal Bishnoi,2025,2,1,2.5,0,29,0,-,0.0,10.24,0.0,0,0
47492,Dale Steyn,2025,3,1,3.2,0,24,0,-,0.0,7.2,0.0,0,0
978292,Navdeep Malik,2025,2,1,2.3,0,24,0,-,0.0,9.6,0.0,0,0
957565,Kartik Singh,2025,1,1,3.4,0,38,0,-,0.0,10.36,0.0,0,0
277912,Trent Boult,2025,10,1,2.3,0,21,0,-,0.0,8.4,0.0,0,0
885915,Jaydev Kaul,2025,1,1,2.1,0,23,0,-,0.0,10.62,0.0,0,0
1387999,Krunal Krishna,2025,9,1,2.4,0,26,0,-,0.0,9.75,0.0,0,0
216900,Navdeep Ahmed,2025,1,1,2.2,0,21,0,-,0.0,9.0,0.0,0,0
378193,RP Singh,2025,2,1,3.4,0,37,0,-,0.0,10.09,0.0,0,0
460043,RP Unadkat,2025,12,1,2.2,0,24,0,-,0.0,10.29,0.0,0,0
551269,Umran Pandey,2025,4,1,2.0,0,16,0,-,0.0,8.0,0.0,0,0
1091637,Kartik Dayal,2025,14,1,3.3,0,29,0,-,0.0,8.29,0.0,0,0
694327,Khaleel Saini,2025,4,1,2.1,0,22,0,-,0.0,10.15,0.0,0,0
196998,Tushar Ahmed,2025,7,1,3.2,0,31,0,-,0.0,9.3,0.0,0,0
137111,RP Deshpande,2025,1,1,2.4,0,29,0,-,0.0,10.88,0.0,0,0
625383,Jasprit Bumrah,2025,3,1,2.0,0,14,0,-,0.0,7.0,0.0,0,0
524903,Umran Tyagi,2025,9,1,3.3,0,38,0,-,0.0,10.86,0.0,0,0
848499,Khaleel Ahmed,2025,1,1,2.5,0,22,0,-,0.0,7.76,0.0,0,0
1172833,Ravi Kaul,2025,1,1,3.4,0,31,0,-,0.0,8.45,0.0,0,0
209281,Navdeep Yadav,2025,7,1,2.2,0,20,0,-,0.0,8.57,0.0,0,0
323262,Washington Unadkat,2025,1,1,2.0,0,21,0,-,0.0,10.5,0.0,0,0
1025265,Mayank Saini,2025,1,1,2.4,0,27,0,-,0.0,10.12,0.0,0,0
31820,Ashish Nehra,2025,15,1,2.5,0,20,0,-,0.0,7.06,0.0,0,0
668860,Umran Krishna,2025,3,2,4.2,0,41,0,-,0.0,9.46,0.0,0,0
752794,Ravi Ahmed,2025,6,1,2.3,0,19,0,-,0.0,7.6,0.0,0,0
1485006,Ravi Krishna,2025,1,1,2.2,0,18,0,-,0.0,7.71,0.0,0,0
1175221,Khaleel Sundar,2025,2,1,3.0,0,29,0,-,0.0,9.67,0.0,0,0
40618,Imran Tahir,2025,3,1,3.4,0,24,0,-,0.0,6.55,0.0,0,0
326016,Bhuvneshwar Kumar,2024,17,15,55.5,3,394,18,4/28,21.89,7.06,18.61,1,0
1049178,Tushar Yadav,2024,11,11,41.3,0,374,12,2/21,31.17,9.01,20.75,0,0
31820,Ashish Nehra,2024,15,14,37.1,0,249,12,3/11,20.75,6.7,18.58,0,0
618912,Yash Sakariya,2024,15,15,38.3,0,312,11,6/19,28.36,8.1,21.0,1,1
1125976,Arshdeep Singh,2024,14,7,25.2,0,213,9,1/19,23.67,8.41,16.89,0,0
940973,Mohammed Siraj,2024,16,13,36.0,0,304,9,2/2,33.78,8.44,24.0,0,0
559235,Kuldeep Yadav,2024,16,6,21.3,3,152,9,2/24,16.89,7.07,14.33,0,0
311592,Mitchell Starc,2024,10,6,23.4,2,181,8,3/17,22.62,7.65,17.75,0,0
872614,RP Ahmed,2024,16,11,37.5,0,358,8,4/23,44.75,9.46,28.38,2,0
793463,Rashid Khan,2024,12,8,28.0,3,200,8,6/20,25.0,7.14,21.0,0,1
493290,Ravi Malik,2024,17,11,38.2,0,383,8,2/26,47.88,9.99,28.75,0,0
396280,Mayank Patel,2024,15,13,29.5,0,250,8,2/16,31.25,8.38,22.38,0,0
36014,Zaheer Khan,2024,8,8,31.2,1,241,8,3/7,30.12,7.69,23.5,0,0
127901,Yash Saini,2024,14,10,32.2,0,258,8,3/20,32.25,7.98,24.25,0,0
31107,Amit Mishra,2024,11,9,33.1,0,218,8,1/20,27.25,6.57,24.88,0,0
284206,Irfan Unadkat,2024,16,16,36.1,0,296,7,4/10,42.29,8.18,31.0,1,0
47492,Dale Steyn,2024,11,10,33.3,1,227,7,3/15,32.43,6.78,28.71,0,0
1046896,Mayank Sharma,2024,12,9,29.4,0,261,6,4/14,43.5,8.8,29.67,1,0
127560,Washington Kaul,2024,14,14,32.2,0,316,6,4/11,52.67,9.77,32.33,1,0
626542,Rahul Yadav,2024,13,10,28.4,0,234,6,2/23,39.0,8.16,28.67,0,0
31430,Nitish Tyagi,2024,14,11,30.4,0,296,6,3/24,49.33,9.65,30.67,0,0
537119,Mohit Sharma,2024,9,6,23.4,2,180,6,1/15,30.0,7.61,23.67,0,0
140960,Vinay Deshpande,2024,7,5,17.4,0,202,5,2/6,40.4,11.43,21.2,0,0
1279393,Umran Dayal,2024,9,6,20.3,0,175,5,2/1,35.0,8.54,24.6,0,0
763523,Mayank Sundar,2024,9,6,22.5,0,212,5,2/19,42.4,9.28,27.4,0,0
1175221,Khaleel Sundar,2024,11,11,22.4,0,251,5,4/18,50.2,11.07,27.2,1,0
1078061,Umran Sharma,2024,14,10,27.4,0,301,5,2/6,60.2,10.88,33.2,0,0
580108,Rahul Ahmed,2024,8,8,20.0,0,162,5,1/6,32.4,8.1,24.0,0,0
873476,RP Patel,2024,14,7,19.5,0,159,5,4/11,31.8,8.02,23.8,1,0
277912,Trent Boult,2024,10,9,24.1,1,176,5,5/26,35.2,7.28,29.0,0,1
155214,Saurabh Sundar,2024,13,7,27.2,0,293,5,6/16,58.6,10.72,32.8,0,1
752794,Ravi Ahmed,2024,13,9,26.0,0,217,5,6/17,43.4,8.35,31.2,0,1
1130259,Saurabh Singh,2024,8,8,28.5,0,229,5,2/4,45.8,7.94,34.6,0,0
140804,Irfan Krishna,2024,9,6,20.2,0,208,5,2/25,41.6,10.23,24.4,0,0
