season,batter,matches,runs,balls,fours,sixes,strike_rate
2009,A Chopra,1,11,19,2,0,57.89
2009,A Flintoff,3,62,53,5,2,116.98
2009,A Kumble,6,16,19,2,0,84.21
2009,A Mishra,5,26,20,2,2,130.0
2009,A Nehra,1,1,1,0,0,100.0
2009,A Singh,2,1,3,0,0,33.33
2009,A Symonds,8,249,163,15,11,152.76
2009,AA Bilakhia,6,67,80,5,0,83.75
2009,AB Agarkar,5,66,57,3,3,115.79
2009,AB Dinda,2,2,3,0,0,66.67
2009,AB McDonald,1,3,4,0,0,75.0
2009,AB de Villiers,13,465,354,39,12,131.36
2009,AC Gilchrist,16,495,322,54,29,153.73
2009,AD Mascarenhas,4,39,39,4,0,100.0
2009,AD Mathews,1,16,13,2,0,123.08
2009,AM Nayar,11,193,151,14,7,127.81
2009,AM Rahane,7,144,121,12,3,119.01
2009,AN Ghosh,2,7,8,1,0,87.5
2009,AS Raut,7,78,61,5,3,127.87
2009,B Akhil,3,17,15,1,1,113.33
2009,B Lee,4,28,34,2,1,82.35
2009,BAW Mendis,1,0,1,0,0,0.0
2009,BB McCullum,13,286,236,27,12,121.19
2009,BJ Hodge,12,365,309,34,9,118.12
2009,C Nanda,1,0,1,0,0,0.0
2009,CH Gayle,7,184,148,18,10,124.32
2009,D du Preez,1,10,13,0,0,76.92
2009,DA Warner,7,163,132,16,5,123.48
2009,DB Ravi Teja,6,65,70,7,0,92.86
2009,DJ Bravo,10,218,201,15,8,108.46
2009,DJ Hussey,4,98,57,7,6,171.93
2009,DL Vettori,3,34,31,3,0,109.68
2009,DPMD Jayawardene,10,219,165,17,7,132.73
2009,DR Smith,8,215,131,12,15,164.12
2009,DS Kulkarni,3,9,17,0,0,52.94
2009,DW Steyn,1,0,3,0,0,0.0
2009,FH Edwards,2,4,5,0,0,80.0
2009,G Gambhir,15,286,276,32,2,103.62
2009,GC Smith,12,212,213,27,1,99.53
2009,GJ Bailey,2,45,39,7,0,115.38
2009,GR Napier,1,15,16,1,0,93.75
2009,HH Gibbs,14,371,330,32,12,112.42
2009,Harbhajan Singh,10,84,53,6,5,158.49
2009,I Sharma,3,16,13,1,1,123.08
2009,IK Pathan,12,196,158,17,6,124.05
2009,J Botha,3,47,39,5,0,120.51
2009,JA Morkel,10,97,70,8,4,138.57
2009,JD Ryder,5,56,48,9,0,116.67
2009,JDP Oram,8,88,92,5,4,95.65
2009,JH Kallis,15,361,331,37,8,109.06
2009,JP Duminy,12,372,325,26,11,114.46
2009,Joginder Sharma,2,20,18,0,1,111.11
2009,K Goel,8,124,133,9,4,93.23
2009,KC Sangakkara,13,332,322,29,5,103.11
2009,KD Karthik,13,288,217,20,9,132.72
2009,KP Appanna,1,0,1,0,0,0.0
2009,KP Pietersen,6,93,84,8,2,110.71
2009,KV Sharma,1,1,3,0,0,33.33
2009,Kamran Khan,1,3,5,0,0,60.0
2009,L Balaji,3,4,10,0,0,40.0
2009,L Ronchi,1,0,2,0,0,0.0
2009,LA Carseldine,5,81,66,11,0,122.73
2009,LA Pomersbach,4,41,46,3,1,89.13
2009,LR Shukla,6,83,85,5,3,97.65
2009,LRPL Taylor,11,280,206,20,15,135.92
2009,M Kartik,2,21,20,0,0,105.0
2009,M Manhas,6,75,62,7,1,120.97
2009,M Morkel,1,8,8,1,0,100.0
2009,M Muralitharan,4,8,8,1,0,100.0
2009,M Rawat,3,16,19,1,0,84.21
2009,M Vijay,4,60,67,4,2,89.55
2009,MC Henriques,3,38,40,2,1,95.0
2009,MF Maharoof,2,21,21,0,0,100.0
2009,MK Pandey,4,168,117,17,4,143.59
2009,MK Tiwary,1,9,13,1,0,69.23
2009,ML Hayden,12,572,393,60,22,145.55
2009,MM Patel,5,33,26,5,0,126.92
2009,MN van Wyk,5,167,131,19,1,127.48
2009,MS Dhoni,13,332,261,22,9,127.2
2009,MS Gony,2,13,7,0,2,185.71
2009,MV Boucher,9,150,114,8,6,131.58
2009,Mashrafe Mortaza,1,2,2,0,0,100.0
2009,Mohammad Ashraful,1,2,10,0,0,20.0
2009,NK Patel,2,18,38,1,0,47.37
2009,NV Ojha,8,168,144,11,11,116.67
2009,P Kumar,8,65,46,1,6,141.3
2009,PA Patel,9,142,126,19,2,112.7
2009,PC Valthaty,2,6,12,1,0,50.0
2009,PJ Sangwan,4,6,10,0,0,60.0
2009,PP Chawla,8,31,36,3,0,86.11
2009,PP Ojha,4,1,7,0,0,14.29
2009,PR Shah,4,53,51,4,2,103.92
2009,Pankaj Singh,2,1,2,0,0,50.0
2009,R Ashwin,1,8,15,1,0,53.33
2009,R Bhatia,5,8,18,1,0,44.44
2009,R Bishnoi,3,19,17,1,2,111.76
2009,R Dravid,12,271,234,28,3,115.81
2009,R Vinay Kumar,7,47,44,4,1,106.82
2009,RA Jadeja,13,295,265,21,6,111.32
2009,RE van der Merwe,8,122,98,8,8,124.49
2009,RG Sharma,16,362,313,22,18,115.65
2009,RJ Harris,5,21,18,0,0,116.67
2009,RJ Quiney,7,103,102,12,3,100.98
2009,RP Singh,5,8,17,0,0,47.06
2009,RR Powar,3,23,22,2,0,104.55
2009,RR Raje,2,12,9,0,1,133.33
2009,RS Bopara,5,138,119,8,7,115.97
2009,RV Uthappa,13,175,170,18,3,102.94
2009,S Badrinath,11,177,164,20,4,107.93
2009,S Dhawan,4,40,45,3,0,88.89
2009,S Sohal,8,115,91,9,8,126.37
2009,S Sreesanth,2,5,18,1,0,27.78
2009,SA Asnodkar,8,98,93,11,4,105.38
2009,SB Bangar,1,2,9,0,0,22.22
2009,SB Jakati,2,20,15,3,0,133.33
2009,SB Styris,1,14,8,0,1,175.0
2009,SC Ganguly,11,189,205,13,6,92.2
2009,SD Chitnis,1,6,8,1,0,75.0
2009,SK Raina,14,434,306,37,21,141.83
2009,SK Trivedi,3,9,17,0,0,52.94
2009,SK Warne,10,108,116,6,4,93.1
2009,SL Malinga,1,0,1,0,0,0.0
2009,SM Harwood,2,9,13,0,0,69.23
2009,SM Katich,9,145,117,15,6,123.93
2009,SP Goswami,2,53,60,6,0,88.33
2009,SR Tendulkar,13,364,299,39,10,121.74
2009,SS Shaikh,1,6,7,1,0,85.71
2009,SS Tiwary,3,13,12,0,0,108.33
2009,ST Jayasuriya,12,221,190,23,7,116.32
2009,Shoaib Ahmed,3,1,6,0,0,16.67
2009,T Henderson,2,11,15,0,1,73.33
2009,T Kohli,1,1,4,0,0,25.0
2009,T Thushara,2,2,7,0,0,28.57
2009,TL Suman,12,237,190,18,8,124.74
2009,TM Dilshan,13,418,339,42,13,123.3
2009,TM Srivastava,1,0,1,0,0,0.0
2009,V Kohli,13,246,219,22,8,112.33
2009,V Sehwag,11,198,134,24,7,147.76
2009,VVS Laxman,5,19,33,1,1,57.58
2009,W Jaffer,2,15,17,2,0,88.24
2009,WA Mota,6,30,48,0,0,62.5
2009,WP Saha,7,72,41,3,4,175.61
2009,WPUJC Vaas,2,30,21,1,1,142.86
2009,Y Nagar,1,20,20,1,0,100.0
2009,Y Venugopal Rao,12,124,114,6,3,108.77
2009,YK Pathan,13,261,187,25,14,139.57
2009,YV Takawale,1,18,22,2,0,81.82
2009,Yashpal Singh,4,47,65,5,0,72.31
2009,Yuvraj Singh,14,340,294,25,16,115.65
2009,Z Khan,3,8,11,0,0,72.73
2011,A Mishra,9,68,49,9,1,138.78
2011,A Mithun,4,27,20,3,1,135.0
2011,A Singh,2,1,4,0,0,25.0
2011,A Symonds,9,135,138,9,3,97.83
2011,AA Chavan,1,1,3,0,0,33.33
2011,AA Jhunjhunwala,2,10,17,2,0,58.82
2011,AB Agarkar,1,7,5,1,0,140.0
2011,AB Dinda,1,0,5,0,0,0.0
2011,AB McDonald,1,8,7,0,0,114.29
2011,AB de Villiers,13,312,242,21,14,128.93
2011,AC Blizzard,6,120,87,21,2,137.93
2011,AC Gilchrist,14,383,291,41,18,131.62
2011,AC Thomas,2,1,4,0,0,25.0
2011,AG Murtaza,1,2,5,0,0,40.0
2011,AG Paunikar,4,49,54,9,0,90.74
2011,AJ Finch,6,47,46,3,3,102.17
2011,AL Menaria,10,180,152,10,10,118.42
2011,AM Nayar,9,61,66,9,0,92.42
2011,AM Rahane,7,120,98,12,2,122.45
2011,AN Ahmed,1,18,13,1,1,138.46
2011,AS Raut,4,60,58,5,1,103.45
2011,AT Rayudu,16,395,349,44,9,113.18
2011,AUK Pathan,5,33,16,5,2,206.25
2011,B Akhil,1,13,9,0,1,144.44
2011,B Chipli,13,207,170,21,4,121.76
2011,B Kumar,1,1,1,0,0,100.0
2011,B Lee,4,5,9,0,0,55.56
2011,BA Bhatt,1,0,5,0,0,0.0
2011,BB McCullum,13,357,272,35,16,131.25
2011,BJ Haddin,1,18,11,2,1,163.64
2011,BJ Hodge,14,285,234,26,9,121.79
2011,Bipul Sharma,3,23,18,1,0,127.78
2011,CA Ingram,3,21,25,2,0,84.0
2011,CA Pujara,3,34,31,4,0,109.68
2011,CH Gayle,12,608,331,57,44,183.69
2011,CJ Ferguson,4,48,54,6,0,88.89
2011,CK Langeveldt,1,8,8,0,1,100.0
2011,CL White,6,104,109,6,2,95.41
2011,DA Warner,13,324,275,34,11,117.82
2011,DB Ravi Teja,9,183,143,17,4,127.97
2011,DE Bollinger,1,0,1,0,0,0.0
2011,DH Yagnik,4,16,21,1,0,76.19
2011,DJ Bravo,2,11,6,1,1,183.33
2011,DJ Hussey,8,64,63,3,3,101.59
2011,DJ Jacobs,6,92,88,10,4,104.55
2011,DL Vettori,4,23,28,1,1,82.14
2011,DPMD Jayawardene,13,299,257,35,5,116.34
2011,DS Kulkarni,1,2,4,0,0,50.0
2011,DT Christian,13,190,157,9,7,121.02
2011,DW Steyn,5,36,35,3,0,102.86
2011,EJG Morgan,9,137,117,17,3,117.09
2011,FY Fazal,2,19,19,3,0,100.0
2011,G Gambhir,15,378,314,44,3,120.38
2011,GC Smith,4,42,51,6,0,82.35
2011,Harbhajan Singh,8,103,71,9,6,145.07
2011,Harpreet Singh,2,14,20,0,0,70.0
2011,I Malhotra,1,7,4,1,0,175.0
2011,I Sharma,4,4,5,0,0,80.0
2011,IK Pathan,12,150,137,12,6,109.49
2011,IR Jaggi,2,28,37,3,0,75.68
2011,Iqbal Abdulla,2,15,12,1,0,125.0
2011,J Botha,9,230,198,20,2,116.16
2011,J Syed Mohammad,2,15,12,2,0,125.0
2011,JA Morkel,12,138,100,8,8,138.0
2011,JD Ryder,13,292,196,37,11,148.98
2011,JDP Oram,1,0,3,0,0,0.0
2011,JE Taylor,2,3,3,0,0,100.0
2011,JEC Franklin,5,107,78,10,2,137.18
2011,JH Kallis,14,424,378,46,6,112.17
2011,JJ van der Wath,3,18,16,1,1,112.5
2011,JP Duminy,10,205,173,9,8,118.5
2011,JR Hopes,8,196,157,22,3,124.84
2011,Joginder Sharma,1,0,1,0,0,0.0
2011,KA Pollard,12,146,132,12,6,110.61
2011,KB Arun Karthik,2,7,8,1,0,87.5
2011,KC Sangakkara,13,358,291,44,5,123.02
2011,KD Karthik,13,282,220,32,7,128.18
2011,KM Jadhav,4,18,23,1,0,78.26
2011,L Ablish,1,0,2,0,0,0.0
2011,L Balaji,2,4,2,0,0,200.0
2011,LA Pomersbach,4,51,39,4,2,130.77
2011,LR Shukla,1,14,10,2,0,140.0
2011,LRPL Taylor,11,181,150,11,7,120.67
2011,M Kaif,4,41,33,5,0,124.24
2011,M Kartik,2,12,14,1,0,85.71
2011,M Klinger,4,73,75,9,0,97.33
2011,M Manhas,10,114,123,8,4,92.68
2011,M Morkel,5,40,24,3,2,166.67
2011,M Muralitharan,1,5,7,0,0,71.43
2011,M Vijay,16,434,339,34,20,128.02
2011,MA Agarwal,7,141,117,16,4,120.51
2011,MD Mishra,5,67,60,5,2,111.67
2011,MEK Hussey,14,492,413,53,6,119.13
2011,MJ Lumb,1,0,2,0,0,0.0
2011,MK Pandey,9,246,227,28,6,108.37
2011,MK Tiwary,13,359,322,26,14,111.49
2011,MM Patel,1,0,1,0,0,0.0
2011,MR Marsh,3,50,49,2,3,102.04
2011,MS Bisla,5,72,89,8,0,80.9
2011,MS Dhoni,13,392,245,25,23,160.0
2011,MS Gony,2,0,2,0,0,0.0
2011,MS Wade,3,22,33,0,0,66.67
2011,MV Boucher,2,6,6,0,0,100.0
2011,Mandeep Singh,5,47,41,4,1,114.63
2011,ND Doshi,1,0,13,0,0,0.0
2011,NJ Rimmington,1,1,1,0,0,100.0
2011,NL McCullum,2,26,22,0,1,118.18
2011,NLTC Perera,2,23,27,4,0,85.19
2011,NV Ojha,14,160,161,11,11,99.38
2011,OA Shah,2,26,15,1,2,173.33
2011,P Kumar,7,27,31,2,1,87.1
2011,P Parameswaran,1,1,1,0,0,100.0
2011,PA Patel,13,202,182,25,2,110.99
2011,PC Valthaty,14,463,334,56,20,138.62
2011,PP Chawla,6,48,55,2,2,87.27
2011,PR Shah,1,5,5,1,0,100.0
2011,R Ashwin,2,2,6,0,0,33.33
2011,R Bhatia,6,25,22,3,0,113.64
2011,R Dravid,12,343,312,45,2,109.94
2011,R McLaren,4,90,96,7,1,93.75
2011,R Ninan,1,3,5,0,0,60.0
2011,R Sathish,3,25,34,1,0,73.53
2011,R Sharma,5,24,21,1,2,114.29
2011,R Vinay Kumar,7,50,47,4,1,106.38
2011,RA Jadeja,12,283,227,20,14,124.67
2011,RE van der Merwe,4,14,16,1,0,87.5
2011,RG Sharma,13,372,297,32,13,125.25
2011,RJ Harris,7,31,38,3,0,81.58
2011,RN ten Doeschate,3,107,73,9,5,146.58
2011,RP Singh,4,2,4,0,0,50.0
2011,RR Powar,3,11,13,0,0,84.62
2011,RV Gomez,8,46,50,4,1,92.0
2011,RV Uthappa,13,264,205,27,10,128.78
2011,S Anirudha,5,83,74,6,3,112.16
2011,S Aravind,2,13,8,2,0,162.5
2011,S Badrinath,12,396,312,38,9,126.92
2011,S Dhawan,14,400,309,47,7,129.45
2011,S Nadeem,1,0,1,0,0,0.0
2011,S Rana,1,18,15,2,0,120.0
2011,S Randiv,1,2,4,0,0,50.0
2011,S Sohal,10,249,190,25,10,131.05
2011,S Sreesanth,3,1,9,0,0,11.11
2011,S Sriram,1,4,7,0,0,57.14
2011,SA Asnodkar,1,9,9,1,0,100.0
2011,SB Styris,1,5,2,1,0,250.0
2011,SB Wagh,2,2,3,0,0,66.67
2011,SC Ganguly,3,50,58,3,2,86.21
2011,SD Chitnis,1,9,9,1,0,100.0
2011,SE Marsh,13,504,343,52,20,146.94
2011,SJ Srivastava,2,4,3,0,0,133.33
2011,SK Raina,16,438,323,36,17,135.6
2011,SK Trivedi,1,0,2,0,0,0.0
2011,SK Warne,4,10,20,1,0,50.0
2011,SL Malinga,2,8,9,0,1,88.89
2011,SP Goswami,4,29,29,5,0,100.0
2011,SR Tendulkar,16,553,488,67,5,113.32
2011,SR Watson,11,330,252,31,17,130.95
2011,SS Tiwary,13,187,186,13,5,100.54
2011,STR Binny,2,37,31,2,1,119.35
2011,SW Tait,2,10,10,1,0,100.0
2011,Shakib Al Hasan,3,29,22,4,0,131.82
2011,Sunny Singh,5,43,31,6,1,138.71
2011,TD Paine,2,10,26,0,0,38.46
2011,TL Suman,6,65,51,5,5,127.45
2011,TM Dilshan,10,226,180,33,3,125.56
2011,TR Birt,5,75,57,9,2,131.58
2011,UBT Chand,2,2,12,0,0,16.67
2011,UT Yadav,2,1,5,0,0,20.0
2011,V Kohli,16,557,459,55,16,121.35
2011,V Sehwag,11,424,239,51,18,177.41
2011,VR Aaron,1,0,5,0,0,0.0
2011,VVS Laxman,3,44,41,3,2,107.32
2011,WD Parnell,5,37,39,2,1,94.87
2011,WP Saha,2,68,63,2,4,107.94
2011,Y Gnaneswara Rao,1,19,17,3,0,111.76
2011,Y Nagar,10,111,100,6,6,111.0
2011,Y Venugopal Rao,14,336,279,30,13,120.43
2011,YK Pathan,11,283,200,24,13,141.5
2011,Yuvraj Singh,13,343,261,24,18,131.42
2011,Z Khan,2,21,24,2,0,87.5
2012,A Ashish Reddy,5,35,29,3,1,120.69
2012,A Chandila,1,0,1,0,0,0.0
2012,A Mishra,5,16,20,1,0,80.0
2012,A Nehra,2,11,12,1,0,91.67
2012,A Singh,1,0,2,0,0,0.0
2012,AA Chavan,2,11,8,2,0,137.5
2012,AA Jhunjhunwala,3,24,26,1,1,92.31
2012,AB Dinda,1,2,5,0,0,40.0
2012,AB McDonald,3,47,35,6,2,134.29
2012,AB de Villiers,12,315,195,25,15,161.54
2012,AC Blizzard,1,0,3,0,0,0.0
2012,AC Gilchrist,7,172,142,21,4,121.13
2012,AC Thomas,2,19,15,1,1,126.67
2012,AD Mascarenhas,3,14,16,1,0,87.5
2012,AD Mathews,8,127,108,5,4,117.59
2012,AD Russell,2,47,26,3,3,180.77
2012,AG Murtaza,1,3,5,0,0,60.0
2012,AJ Finch,2,55,51,8,0,107.84
2012,AL Menaria,12,220,200,14,8,110.0
2012,AM Nayar,4,45,49,2,1,91.84
2012,AM Rahane,16,560,433,73,10,129.33
2012,AP Majumdar,4,87,76,7,2,114.47
2012,AT Rayudu,15,333,252,21,14,132.14
2012,AUK Pathan,2,6,7,0,0,85.71
2012,Ankit Sharma,4,18,13,0,2,138.46
2012,Azhar Mahmood,10,186,142,16,8,130.99
2012,B Chipli,4,37,35,3,2,105.71
2012,B Kumar,8,40,40,4,0,100.0
2012,B Lee,3,42,20,2,4,210.0
2012,BA Bhatt,1,6,2,0,1,300.0
2012,BB McCullum,12,289,283,37,3,102.12
2012,BB Samantray,1,2,2,0,0,100.0
2012,BJ Hodge,12,245,173,18,9,141.62
2012,Bipul Sharma,4,72,47,6,3,153.19
2012,CA Lynn,1,6,9,1,0,66.67
2012,CA Pujara,2,17,21,1,1,80.95
2012,CH Gayle,13,665,416,44,53,159.86
2012,CJ Ferguson,4,50,63,3,0,79.37
2012,CJ McKay,1,8,15,0,0,53.33
2012,CL White,13,479,319,41,20,150.16
2012,DA Miller,6,98,75,6,4,130.67
2012,DA Warner,8,256,155,28,14,165.16
2012,DAJ Bracewell,1,12,9,1,0,133.33
2012,DB Das,10,126,92,9,6,136.96
2012,DB Ravi Teja,2,4,4,1,0,100.0
2012,DE Bollinger,1,3,5,0,0,60.0
2012,DH Yagnik,3,25,13,5,0,192.31
2012,DJ Bravo,15,346,248,18,19,139.52
2012,DJ Harris,4,111,101,11,5,109.9
2012,DJ Hussey,15,396,305,28,17,129.84
2012,DJ Jacobs,1,0,10,0,0,0.0
2012,DL Vettori,5,30,25,3,1,120.0
2012,DPMD Jayawardene,15,335,298,39,3,112.42
2012,DR Smith,6,157,97,18,7,161.86
2012,DS Kulkarni,1,10,5,2,0,200.0
2012,DT Christian,7,145,118,8,6,122.88
2012,DW Steyn,5,19,21,0,1,90.48
2012,F du Plessis,11,327,257,24,13,127.24
2012,G Gambhir,17,590,411,64,17,143.55
2012,GB Hogg,2,15,16,1,0,93.75
2012,GJ Maxwell,2,6,11,0,0,54.55
2012,Gurkeerat Singh,4,86,52,12,2,165.38
2012,HH Gibbs,3,81,88,8,2,92.05
2012,HV Patel,3,15,15,1,0,100.0
2012,Harbhajan Singh,11,108,80,14,3,135.0
2012,Harmeet Singh,2,15,7,3,0,214.29
2012,Harpreet Singh,1,6,6,0,0,100.0
2012,IK Pathan,12,176,126,14,6,139.68
2012,IR Jaggi,3,15,21,0,0,71.43
2012,Iqbal Abdulla,2,2,3,0,0,66.67
2012,J Botha,7,58,54,4,1,107.41
2012,J Syed Mohammad,1,4,1,1,0,400.0
2012,J Theron,1,7,6,1,0,116.67
2012,JA Morkel,11,79,61,3,3,129.51
2012,JD Ryder,11,256,211,23,8,121.33
2012,JEC Franklin,11,220,222,15,7,99.1
2012,JH Kallis,17,409,382,34,10,107.07
2012,JP Duminy,9,244,190,13,11,128.42
2012,JP Faulkner,2,14,13,0,0,107.69
2012,K Upadhyay,1,11,8,0,1,137.5
2012,KA Pollard,11,220,158,15,14,139.24
2012,KC Sangakkara,12,200,183,21,4,109.29
2012,KD Karthik,14,238,212,30,2,112.26
2012,KK Cooper,4,38,19,3,3,200.0
2012,KMDN Kulasekara,1,5,3,1,0,166.67
2012,KP Pietersen,8,305,207,22,20,147.34
2012,LR Shukla,7,75,57,4,5,131.58
2012,LRPL Taylor,12,197,171,12,7,115.2
2012,M Kaif,1,14,16,1,0,87.5
2012,M Kartik,3,26,21,1,1,123.81
2012,M Manhas,7,120,96,10,4,125.0
2012,M Morkel,3,3,5,0,0,60.0
2012,M Muralitharan,2,6,9,0,0,66.67
2012,M Vijay,12,325,250,38,10,130.0
2012,MA Agarwal,11,180,131,14,12,137.4
2012,MD Mishra,1,4,4,1,0,100.0
2012,MEK Hussey,8,261,236,28,8,110.59
2012,MJ Clarke,6,98,94,12,0,104.26
2012,MK Pandey,9,143,110,12,6,130.0
2012,MK Tiwary,15,260,246,21,3,105.69
2012,MM Patel,2,2,7,0,0,28.57
2012,MN Samuels,8,124,123,7,5,100.81
2012,MS Bisla,7,213,160,16,10,133.12
2012,MS Dhoni,16,317,252,25,7,125.79
2012,MS Gony,1,4,8,0,0,50.0
2012,Mandeep Singh,16,432,341,53,7,126.69
2012,N Saini,10,140,140,16,0,100.0
2012,NLTC Perera,2,4,9,0,0,44.44
2012,NV Ojha,16,255,223,21,13,114.35
2012,OA Shah,13,340,255,24,16,133.33
2012,P Awana,1,4,5,0,0,80.0
2012,P Dogra,3,15,24,0,0,62.5
2012,P Kumar,7,35,29,2,1,120.69
2012,P Negi,4,36,29,4,1,124.14
2012,P Parameswaran,1,0,1,0,0,0.0
2012,PA Patel,12,194,164,19,4,118.29
2012,PA Reddy,3,73,59,6,2,123.73
2012,PC Valthaty,6,30,51,4,0,58.82
2012,PP Chawla,12,106,88,9,4,120.45
2012,PP Ojha,3,4,13,0,0,30.77
2012,R Ashwin,5,18,15,2,0,120.0
2012,R Bhatia,6,35,28,4,0,125.0
2012,R Dravid,16,462,412,63,4,112.14
2012,R Sharma,4,2,11,0,0,18.18
2012,R Vinay Kumar,6,62,61,3,1,101.64
2012,RA Jadeja,13,187,150,12,9,124.67
2012,RE Levi,6,83,73,10,4,113.7
2012,RG Sharma,16,433,341,39,18,126.98
2012,RJ Harris,2,18,11,1,1,163.64
2012,RJ Peterson,5,32,30,3,1,106.67
2012,RN ten Doeschate,3,21,21,1,1,100.0
2012,RP Singh,5,6,12,0,0,50.0
2012,RV Uthappa,16,405,342,38,10,118.42
2012,S Anirudha,2,19,6,1,2,316.67
2012,S Aravind,1,14,8,3,0,175.0
2012,S Badrinath,9,196,181,23,2,108.29
2012,S Dhawan,15,569,438,58,18,129.91
2012,S Nadeem,1,0,2,0,0,0.0
2012,SA Yadav,1,0,4,0,0,0.0
2012,SB Jakati,2,7,12,0,0,58.33
2012,SC Ganguly,15,268,271,30,4,98.89
2012,SD Chitnis,4,66,62,7,1,106.45
2012,SE Marsh,13,336,280,39,7,120.0
2012,SK Raina,17,418,310,33,18,134.84
2012,SK Trivedi,1,5,6,0,0,83.33
2012,SL Malinga,6,55,53,4,3,103.77
2012,SP Goswami,6,69,67,4,1,102.99
2012,SP Narine,2,9,7,2,0,128.57
2012,SPD Smith,14,362,262,24,14,138.17
2012,SR Tendulkar,13,324,283,39,4,114.49
2012,SR Watson,7,255,168,26,14,151.79
2012,SS Tiwary,10,183,161,8,8,113.66
2012,STR Binny,6,90,67,9,3,134.33
2012,Shakib Al Hasan,7,91,73,6,3,124.66
2012,Sunny Gupta,1,0,1,0,0,0.0
2012,TL Suman,2,15,19,1,1,78.95
2012,TM Dilshan,9,285,259,33,5,110.04
2012,UBT Chand,2,36,34,2,3,105.88
2012,UT Yadav,3,2,7,0,0,28.57
2012,V Kohli,14,307,279,28,8,110.04
2012,V Pratap Singh,1,0,1,0,0,0.0
2012,V Sehwag,16,495,307,57,19,161.24
2012,VR Aaron,2,1,3,0,0,33.33
2012,WD Parnell,5,19,27,2,0,70.37
2012,WP Saha,1,6,14,0,0,42.86
2012,Y Nagar,8,153,133,13,3,115.04
2012,Y Venugopal Rao,7,132,126,8,5,104.76
2012,YK Pathan,16,194,166,10,7,116.87
2012,Z Khan,4,12,17,1,0,70.59
2013,A Ashish Reddy,9,106,74,8,4,143.24
2013,A Chandila,1,4,6,0,0,66.67
2013,A Mishra,5,59,71,6,0,83.1
2013,A Mithun,1,2,2,0,0,100.0
2013,A Mukund,1,19,21,1,0,90.48
2013,A Nehra,4,1,8,0,0,12.5
2013,AB Agarkar,2,12,16,0,0,75.0
2013,AB Dinda,4,9,10,1,0,90.0
2013,AB McDonald,1,0,2,0,0,0.0
2013,AB de Villiers,14,373,223,34,17,167.26
2013,AC Gilchrist,13,294,229,41,6,128.38
2013,AD Mascarenhas,1,5,5,0,0,100.0
2013,AD Mathews,9,152,115,4,10,132.17
2013,AD Russell,2,11,14,0,0,78.57
2013,AG Murtaza,1,5,4,1,0,125.0
2013,AJ Finch,13,440,322,51,16,136.65
2013,AL Menaria,1,1,2,0,0,50.0
2013,AM Nayar,8,66,71,5,0,92.96
2013,AM Rahane,18,488,458,42,11,106.55
2013,AP Tare,5,123,84,14,5,146.43
2013,AS Rajpoot,1,2,6,0,0,33.33
2013,AT Rayudu,15,265,229,22,4,115.72
2013,Azhar Mahmood,10,196,154,22,5,127.27
2013,B Chipli,1,16,17,1,1,94.12
2013,B Kumar,8,52,70,3,1,74.29
2013,B Laughlin,2,4,9,0,0,44.44
2013,B Lee,2,21,12,1,2,175.0
2013,BAW Mendis,1,2,4,0,0,50.0
2013,BB McCullum,1,6,7,1,0,85.71
2013,BB Samantray,6,86,74,10,1,116.22
2013,BJ Hodge,14,293,217,27,9,135.02
2013,BJ Rohrer,8,193,141,21,5,136.88
2013,BMAJ Mendis,3,23,27,0,0,85.19
2013,CA Pujara,4,92,99,14,0,92.93
2013,CH Gayle,16,720,454,57,52,158.59
2013,CH Morris,6,14,16,0,0,87.5
2013,CL White,12,226,195,18,9,115.9
2013,CM Gautam,3,44,34,4,1,129.41
2013,DA Miller,12,418,253,28,24,165.22
2013,DA Warner,16,410,324,41,14,126.54
2013,DB Das,6,75,74,5,5,101.35
2013,DB Ravi Teja,2,14,17,0,0,82.35
2013,DH Yagnik,9,125,93,17,2,134.41
2013,DJ Bravo,12,121,106,11,3,114.15
2013,DJ Hussey,11,235,208,20,6,112.98
2013,DJG Sammy,9,174,132,11,10,131.82
2013,DPMD Jayawardene,15,331,312,39,6,106.09
2013,DR Smith,13,418,340,40,19,122.94
2013,DT Christian,2,6,15,0,0,40.0
2013,DW Steyn,7,49,35,4,2,140.0
2013,EJG Morgan,13,307,240,28,13,127.92
2013,G Gambhir,15,406,342,51,5,118.71
2013,GH Vihari,16,240,269,17,1,89.22
2013,GJ Maxwell,3,36,27,1,4,133.33
2013,Gurkeerat Singh,9,108,95,10,3,113.68
2013,Harbhajan Singh,13,116,79,12,5,146.84
2013,Harmeet Singh,1,3,4,0,0,75.0
2013,IC Pandey,1,0,2,0,0,0.0
2013,IK Pathan,13,153,155,10,4,98.71
2013,Iqbal Abdulla,2,8,14,0,0,57.14
2013,J Botha,6,43,52,5,1,82.69
2013,J Syed Mohammad,2,10,13,1,0,76.92
2013,JA Morkel,3,46,37,2,3,124.32
2013,JD Unadkat,2,2,2,0,0,100.0
2013,JH Kallis,15,311,322,35,3,96.58
2013,JP Faulkner,9,57,57,5,2,100.0
2013,K Upadhyay,1,1,1,0,0,100.0
2013,KA Pollard,18,420,278,27,29,151.08
2013,KB Arun Karthik,5,41,38,3,1,107.89
2013,KC Sangakkara,9,120,136,13,0,88.24
2013,KD Karthik,19,510,409,54,14,124.69
2013,KK Cooper,5,39,22,4,2,177.27
2013,KK Nair,2,9,12,0,0,75.0
2013,KL Rahul,2,20,16,4,0,125.0
