season,bowler,matches,balls,runs_conceded,wickets,dot_balls,fours_conceded,sixes_conceded,overs,economy,dot_ball_pct
2025,Karim Janat,1,6,30,0,0,3,3,1.0,30.0,0.0
2025,Kuldeep Yadav,14,318,384,16,106,24,15,53.0,7.25,33.33
2025,L Ngidi,2,48,81,4,13,7,4,8.0,10.12,27.08
2025,LH Ferguson,4,68,93,6,25,5,7,11.33,8.21,36.76
2025,LS Livingstone,5,54,76,2,10,6,2,9.0,8.44,18.52
2025,M Jansen,14,283,417,16,105,41,22,47.17,8.84,37.1
2025,M Pathirana,12,251,387,15,76,25,25,41.83,9.25,30.28
2025,M Prasidh Krishna,15,354,477,26,135,44,23,59.0,8.08,38.14
2025,M Shahrukh Khan,1,6,13,1,1,1,1,1.0,13.0,16.67
2025,M Siddharth,2,42,65,2,11,5,4,7.0,9.29,26.19
2025,M Theekshana,11,252,384,11,70,38,14,42.0,9.14,27.78
2025,M Tiwari,1,6,14,0,0,2,0,1.0,14.0,0.0
2025,MA Starc,11,233,376,19,84,50,14,38.83,9.68,36.05
2025,MJ Santner,13,237,302,10,76,27,10,39.5,7.65,32.07
2025,MM Ali,5,96,133,6,29,5,9,16.0,8.31,30.21
2025,MM Sharma,8,150,244,2,31,20,11,25.0,9.76,20.67
2025,MP Stoinis,9,85,169,1,20,11,13,14.17,11.93,23.53
2025,MP Yadav,2,48,95,2,18,6,9,8.0,11.88,37.5
2025,Mohammed Shami,9,180,326,6,55,37,17,30.0,10.87,30.56
2025,Mohammed Siraj,15,342,497,16,141,60,22,57.0,8.72,41.23
2025,Mujeeb Ur Rahman,1,12,23,1,4,3,1,2.0,11.5,33.33
2025,Mukesh Choudhary,2,36,71,1,11,10,3,6.0,11.83,30.56
2025,Mukesh Kumar,12,237,390,14,79,39,21,39.5,9.87,33.33
2025,Musheer Khan,1,12,27,1,1,2,2,2.0,13.5,8.33
2025,Mustafizur Rahman,3,66,87,4,23,6,4,11.0,7.91,34.85
2025,N Rana,2,12,18,0,0,2,0,2.0,9.0,0.0
2025,N Thushara,1,24,24,1,9,3,0,4.0,6.0,37.5
2025,N Wadhera,1,5,9,0,1,0,1,0.83,10.8,20.0
2025,NT Ellis,1,24,37,1,5,3,1,4.0,9.25,20.83
2025,Naman Dhir,2,24,21,1,8,1,0,4.0,5.25,33.33
2025,Nithish Kumar Reddy,3,30,43,4,9,2,3,5.0,8.6,30.0
2025,Noor Ahmad,14,300,386,24,102,28,18,50.0,7.72,34.0
2025,P Dubey,1,12,20,1,3,4,0,2.0,10.0,25.0
2025,PHKD Mendis,4,42,60,2,11,4,3,7.0,8.57,26.19
2025,PJ Cummins,14,298,436,16,111,40,23,49.67,8.78,37.25
2025,PVD Chameera,6,102,189,4,24,14,12,17.0,11.12,23.53
2025,PVSN Raju,2,24,48,2,3,4,3,4.0,12.0,12.5
2025,PWA Mulder,1,6,16,0,1,2,1,1.0,16.0,16.67
2025,PWH de Silva,11,246,366,11,62,22,21,41.0,8.93,25.2
2025,Prince Yadav,6,137,218,5,42,21,10,22.83,9.55,30.66
2025,R Ashwin,9,186,280,7,54,18,18,31.0,9.03,29.03
2025,R Parag,9,120,161,4,29,9,7,20.0,8.05,24.17
2025,R Sai Kishore,15,255,386,19,74,22,25,42.5,9.08,29.02
2025,R Shepherd,7,84,145,6,25,10,11,14.0,10.36,29.76
2025,RA Jadeja,14,227,319,10,76,23,17,37.83,8.43,33.48
2025,RD Chahar,1,6,9,0,2,0,1,1.0,9.0,33.33
2025,RJ Gleeson,1,21,38,1,5,7,0,3.5,10.86,23.81
2025,RJW Topley,1,18,40,0,6,2,4,3.0,13.33,33.33
2025,Rashid Khan,15,330,508,9,88,28,33,55.0,9.24,26.67
2025,Rasikh Salam,2,36,68,1,13,7,5,6.0,11.33,36.11
2025,Ravi Bishnoi,11,222,390,9,67,32,25,37.0,10.54,30.18
2025,S Dube,1,12,28,0,1,2,2,2.0,14.0,8.33
2025,SH Johnson,4,68,128,1,25,14,8,11.33,11.29,36.76
2025,SM Curran,5,72,131,1,16,11,8,12.0,10.92,22.22
2025,SN Thakur,10,204,353,15,60,38,17,34.0,10.38,29.41
2025,SP Narine,12,270,346,12,84,12,22,45.0,7.69,31.11
2025,Sandeep Sharma,10,223,354,10,52,29,15,37.17,9.52,23.32
2025,Shahbaz Ahmed,3,51,97,1,10,9,5,8.5,11.41,19.61
2025,Shashank Singh,1,12,27,0,3,4,1,2.0,13.5,25.0
2025,Simarjeet Singh,4,60,138,2,20,11,13,10.0,13.8,33.33
2025,Suryansh Shedge,1,18,39,0,1,3,2,3.0,13.0,5.56
2025,Suyash Sharma,14,300,433,9,93,36,22,50.0,8.66,31.0
2025,T Natarajan,2,25,53,1,5,5,3,4.17,12.72,20.0
2025,T Stubbs,2,12,40,0,3,2,5,2.0,20.0,25.0
2025,TA Boult,16,346,502,23,124,49,22,57.67,8.71,35.84
2025,TU Deshpande,10,192,320,9,57,35,13,32.0,10.0,29.69
2025,V Nigam,13,234,345,12,72,22,21,39.0,8.85,30.77
2025,V Puthur,5,72,108,6,24,4,9,12.0,9.0,33.33
2025,VG Arora,12,255,413,19,93,45,20,42.5,9.72,36.47
2025,Vijaykumar Vyshak,5,102,166,4,31,11,10,17.0,9.76,30.39
2025,W O'Rourke,3,62,129,6,15,16,6,10.33,12.48,24.19
2025,WG Jacks,8,84,111,6,31,11,4,14.0,7.93,36.9
2025,Washington Sundar,5,65,109,2,15,7,7,10.83,10.06,23.08
2025,XC Bartlett,4,60,96,2,28,11,5,10.0,9.6,46.67
2025,YS Chahal,13,270,419,16,72,24,26,45.0,9.31,26.67
2025,Yash Dayal,15,294,455,14,91,43,20,49.0,9.29,30.95
2025,Yash Thakur,2,39,75,1,10,8,4,6.5,11.54,25.64
2025,Yudhvir Singh,4,66,126,4,26,14,8,11.0,11.45,39.39
2025,Zeeshan Ansari,10,203,327,8,47,24,17,33.83,9.67,23.15
2026,A Badoni,1,6,14,0,0,1,1,1.0,14.0,0.0
2026,A Kamboj,14,302,517,24,112,49,34,50.33,10.27,37.09
2026,A Nortje,1,24,32,0,7,1,2,4.0,8.0,29.17
2026,AF Milne,1,20,39,0,2,2,2,3.33,11.7,10.0
2026,AJ Hosein,7,148,195,9,58,14,11,24.67,7.91,39.19
2026,AK Markram,5,36,80,0,8,3,8,6.0,13.33,22.22
2026,AM Ghazanfar,11,233,383,15,69,29,24,38.83,9.86,29.61
2026,AR Patel,13,264,352,11,80,21,20,44.0,8.0,30.3
2026,AS Roy,12,163,239,9,50,19,13,27.17,8.8,30.67
2026,Abdul Samad,1,1,6,0,0,0,1,0.17,36.0,0.0
2026,Abhinandan Singh,3,58,120,3,15,13,7,9.67,12.41,25.86
2026,Abhishek Sharma,4,29,49,0,6,5,2,4.83,10.14,20.69
2026,Akash Singh,2,42,70,4,18,10,3,7.0,10.0,42.86
2026,Arjun Tendulkar,1,24,36,1,6,4,1,4.0,9.0,25.0
2026,Arshad Khan,6,104,165,8,43,16,10,17.33,9.52,41.35
2026,Arshdeep Singh,14,318,509,14,108,60,20,53.0,9.6,33.96
2026,Ashok Sharma,6,126,217,6,48,21,14,21.0,10.33,38.1
2026,Ashwani Kumar,3,60,98,6,22,15,3,10.0,9.8,36.67
2026,Auqib Nabi,5,78,143,0,24,11,10,13.0,11.0,30.77
2026,Avesh Khan,7,148,265,6,42,20,19,24.67,10.74,28.38
2026,Azmatullah Omarzai,3,66,100,3,23,8,6,11.0,9.09,34.85
2026,B Kumar,16,378,487,30,149,49,16,63.0,7.73,39.42
2026,B Muzarabani,2,42,73,5,12,9,3,7.0,10.43,28.57
2026,BJ Dwarshuis,1,24,46,2,6,4,3,4.0,11.5,25.0
2026,Brijesh Sharma,13,273,425,14,84,51,13,45.5,9.34,30.77
2026,C Bosch,6,121,190,13,44,11,15,20.17,9.42,36.36
2026,C Green,10,132,224,7,43,21,14,22.0,10.18,32.58
2026,CV Varun,11,246,351,12,77,29,18,41.0,8.56,31.3
2026,D Ferreira,3,18,41,1,2,3,3,3.0,13.67,11.11
2026,D Madushanka,1,24,32,1,8,3,1,4.0,8.0,33.33
2026,DA Payne,2,30,69,2,5,6,5,5.0,13.8,16.67
2026,DL Chahar,8,153,256,8,57,26,15,25.5,10.04,37.25
2026,DS Rathi,10,234,391,5,54,29,21,39.0,10.03,23.08
2026,E Malinga,15,326,482,21,114,43,24,54.33,8.87,34.97
2026,GF Linde,3,37,55,1,10,6,2,6.17,8.92,27.03
2026,Gurjapneet Singh,8,151,221,4,46,15,13,25.17,8.78,30.46
2026,HH Pandya,9,136,244,4,39,25,13,22.67,10.76,28.68
2026,HV Patel,5,82,146,0,15,14,7,13.67,10.68,18.29
2026,Harpreet Brar,2,48,59,2,16,5,2,8.0,7.38,33.33
2026,Harsh Dubey,8,132,220,8,36,16,14,22.0,10.0,27.27
2026,J Overton,10,168,241,14,55,18,12,28.0,8.61,32.74
2026,JA Duffy,6,144,251,9,54,23,18,24.0,10.46,37.5
2026,JC Archer,16,360,528,29,154,71,20,60.0,8.8,42.78
2026,JD Unadkat,4,77,139,4,21,14,8,12.83,10.83,27.27
2026,JJ Bumrah,13,294,385,5,105,43,12,49.0,7.86,35.71
2026,JO Holder,11,230,284,17,92,26,11,38.33,7.41,40.0
2026,JR Hazlewood,13,309,481,15,118,50,25,51.5,9.34,38.19
2026,K Khejroliya,1,12,28,0,3,4,1,2.0,14.0,25.0
2026,K Rabada,17,388,613,29,167,60,40,64.67,9.48,43.04
2026,KA Jamieson,2,42,90,2,11,9,6,7.0,12.86,26.19
2026,KH Pandya,15,303,415,14,86,21,24,50.5,8.22,28.38
2026,KK Ahmed,5,101,141,2,40,11,8,16.83,8.38,39.6
2026,Kartik Tyagi,13,306,487,19,107,48,25,51.0,9.55,34.97
2026,Krish Bhagat,3,36,63,0,15,5,5,6.0,10.5,41.67
2026,Kuldeep Yadav,11,222,376,10,58,19,29,37.0,10.16,26.13
2026,L Ngidi,11,248,333,14,94,30,16,41.33,8.06,37.9
2026,LH Ferguson,3,66,137,1,20,11,11,11.0,12.45,30.3
2026,M Jansen,12,284,469,9,80,40,28,47.33,9.91,28.17
2026,M Markande,3,30,75,0,5,3,8,5.0,15.0,16.67
2026,M Pathirana,1,8,7,0,4,1,0,1.33,5.25,50.0
2026,M Prasidh Krishna,12,234,399,18,78,36,23,39.0,10.23,33.33
2026,M Siddharth,4,90,142,6,26,7,10,15.0,9.47,28.89
2026,M Tiwari,3,60,78,4,19,7,3,10.0,7.8,31.67
2026,MA Starc,6,132,212,13,52,24,11,22.0,9.64,39.39
2026,MD Shanaka,3,36,58,1,7,5,2,6.0,9.67,19.44
2026,MJ Henry,3,60,129,2,9,10,8,10.0,12.9,15.0
2026,MJ Santner,4,84,122,5,31,11,7,14.0,8.71,36.9
2026,MJ Suthar,3,36,66,2,13,7,4,6.0,11.0,36.11
2026,MP Stoinis,4,47,92,2,10,6,7,7.83,11.74,21.28
2026,MP Yadav,4,96,177,0,35,13,13,16.0,11.06,36.46
2026,MW Short,2,19,38,0,5,3,3,3.17,12.0,26.32
2026,Mohammed Shami,13,306,438,12,127,48,22,51.0,8.59,41.5
2026,Mohammed Siraj,17,372,544,20,164,66,24,62.0,8.77,44.09
2026,Mohsin Khan,7,168,225,11,63,19,12,28.0,8.04,37.5
2026,Mukesh Choudhary,8,168,239,9,67,25,12,28.0,8.54,39.88
2026,Mukesh Kumar,10,188,337,7,61,35,19,31.33,10.76,32.45
2026,N Burger,13,261,407,14,100,39,25,43.5,9.36,38.31
2026,N Rana,1,24,53,1,7,2,6,4.0,13.25,29.17
2026,Navdeep Saini,1,18,36,0,5,5,1,3.0,12.0,27.78
2026,Nithish Kumar Reddy,14,186,312,9,54,32,14,31.0,10.06,29.03
2026,Noor Ahmad,14,306,417,14,85,25,22,51.0,8.18,27.78
2026,PJ Cummins,8,192,292,8,67,28,14,32.0,9.12,34.9
2026,PP Hinge,7,156,293,14,60,31,19,26.0,11.27,38.46
2026,PR Veer,1,12,25,0,5,1,3,2.0,12.5,41.67
2026,PVD Chameera,1,12,18,0,5,2,1,2.0,9.0,41.67
2026,Prince Yadav,14,313,444,20,114,43,20,52.17,8.51,36.42
2026,R Parag,4,24,37,2,5,4,1,4.0,9.25,20.83
2026,R Sai Kishore,2,24,46,1,6,2,4,4.0,11.5,25.0
2026,R Shepherd,13,150,290,7,35,19,22,25.0,11.6,23.33
2026,RA Bawa,2,24,41,2,7,2,3,4.0,10.25,29.17
2026,RA Jadeja,12,198,273,10,50,14,13,33.0,8.27,25.25
2026,RD Chahar,1,24,45,0,4,3,3,4.0,11.25,16.67
2026,RS Ghosh,1,18,24,1,6,4,0,3.0,8.0,33.33
2026,Raghu Sharma,5,90,130,1,23,5,8,15.0,8.67,25.56
2026,Ramandeep Singh,2,16,26,1,1,1,1,2.67,9.75,6.25
2026,Rashid Khan,17,341,501,21,109,26,36,56.83,8.82,31.96
2026,Rasikh Salam,12,257,390,20,82,49,10,42.83,9.11,31.91
2026,Ravi Bishnoi,9,156,249,12,40,17,14,26.0,9.58,25.64
2026,S Dube,4,30,62,1,6,9,2,5.0,12.4,20.0
2026,SH Johnson,3,66,103,2,26,14,4,11.0,9.36,39.39
2026,SN Thakur,7,132,252,12,36,27,13,22.0,11.45,27.27
2026,SP Narine,13,309,340,17,133,22,18,51.5,6.6,43.04
2026,SR Dubey,4,77,92,5,37,10,5,12.83,7.17,48.05
2026,SS Mishra,2,38,58,2,15,6,3,6.33,9.16,39.47
2026,Sakib Hussain,11,252,371,16,86,32,18,42.0,8.83,34.13
2026,Sandeep Sharma,6,118,215,6,31,17,13,19.67,10.93,26.27
2026,Shahbaz Ahmed,5,67,127,5,16,14,6,11.17,11.37,23.88
2026,Shashank Singh,4,60,86,4,16,6,4,10.0,8.6,26.67
2026,Shivang Kumar,13,234,369,11,62,30,19,39.0,9.46,26.5
2026,Suyash Sharma,12,245,368,9,71,31,18,40.83,9.01,28.98
2026,T Natarajan,10,191,342,6,42,29,19,31.83,10.74,21.99
2026,T Vijay,1,12,29,0,2,3,2,2.0,14.5,16.67
2026,TA Boult,5,97,178,2,25,12,13,16.17,11.01,25.77
2026,TH David,1,6,18,0,1,1,2,1.0,18.0,16.67
2026,TM Head,1,6,7,1,1,1,0,1.0,7.0,16.67
2026,TU Deshpande,7,138,262,5,36,31,13,23.0,11.39,26.09
2026,V Nigam,5,54,110,2,13,9,8,9.0,12.22,24.07
2026,VG Arora,10,228,377,12,69,45,16,38.0,9.92,30.26
2026,Vijaykumar Vyshak,9,186,322,10,48,26,18,31.0,10.39,25.81
2026,WG Jacks,6,53,89,2,20,8,6,8.83,10.08,37.74
2026,Washington Sundar,5,55,84,1,14,3,6,9.17,9.16,25.45
2026,XC Bartlett,9,201,376,5,54,41,18,33.5,11.22,26.87
2026,YS Chahal,12,246,368,13,53,18,21,41.0,8.98,21.54
2026,Yash Raj Punja,8,180,273,9,47,14,18,30.0,9.1,26.11
2026,Yash Thakur,1,24,49,2,8,5,3,4.0,12.25,33.33
